Job_title,cleaned_job
backend developer,look motivated backend developer building apis develop api web app also mobile app must atleast 13 year laravel nodejs docker webrtc socketio aws gateway api develop api postgrsql mongodb dynamodb database send matching requirement infoyautiktechnologycom current ctc expect ctc soon join responsibility develop api laravel deploy code aw ensure technical feasibility type fulltime salary 3000000 5000000 per month docker 1 year prefer nodejs 1 year preferred postgresql 2 year preferred javalaravel 2 year preferred education bachelor prefer work remotely temporarily due covid19
backend developer,requirement compile analyze data process code troubleshoot problem identify area improvement collaborate frontend developer team member establish objective design functional cohesive code enhance user develop idea new program product feature monitor industry development trend record datum report proper party client leadership participate continue education training remain current good practice learn new programming language well assist team member take lead project need bachelor degree computer programming computer science relate field education may require fluency understand specific language laravel codeigniter php python operating system may require strong understanding web development cycle programming technique tool focus efficiency user process improvement excellent project time management strong problem solve verbal write communication ability work independently group willingness sit desk extend period rolesoftware developer industry type application development company functional areait software application programming maintenance employment typefull time permanent role categoryprogramme design type fulltime volunteer fresher salary 1500000 3000000 per month programming 1 year require total work 1 year prefer company 1 year preferred education bachelor require location surat gujarat require
node js developer,greeting open node js developer node developer write code proud hit ground run fast code high standard timely scalable way improve codebase competent product meaningful way part creative team responsible aspect ongoing software development initial specification develop testing launch responsibility developer expect code update debug optimize sql planning execution website web mobile application project db design development develop design node jadeejs css3 mysql apply sdlc principle work lead team developer responsible creation implementation wide variety mobile webbase product use node expressjs javascript mysql ajax troubleshoot test maintain core product software database ensure strong optimization functionality professional knowledge good knowledge develop application use expressjs integrate payment gateway facebook apis secure login social networking account develop web mobile application use oop node mysql jadeejs jquery ajax knowledge node framework like express sail waterline orm mvc 5 good knowledge front end technology html css jquery error handling javascript frontend integration javascript excellent knowledge angularjs working nginx server mean stack working mongodb express angular node personal attribute seek individual passionate work put everything second important part must able think strategically willing able roll hisher sleeve help implement program type fulltime salary 2500000 6000000 per month type fulltime salary 2500000 6000000 per month schedule day shift software development 1 year prefer work 1 year preferred total work 1 year preferred education bachelor prefer work remotely
wordpress developer,look wordpress expert cool press deadline fastpace organize individual use html css js php along industry standard code security practice produce high quality website must extreme attention detail interest new technology trend ability keep project fresh innovative qualification cseit mca graduate responsibility develop maintain website wordpress platform utilize html css javascript implement front end website change build new wordpress plugin improve exist pluginstheme collaborate digital marketing team execute vision put good version product forward requirement strong knowledge wordpress javascript html5 php css3 building custom wordpress themesplugin database drive least 24 year php development familiarity usage popular javascript librarie knowledge good practice web development security scalability meticulous attention detail code user bonus point knowledge wordpress theme good practice php development framework like symfony etc fresher please
network administrator,look software engineer fresher also key responsibility setup test bed per hardware configuration matrix release consist platform peripheral addon card etc install require software like firmware bio os etc perform need validation andor certification per test strategy plan troubleshoot systemcomponent issue hwsw characterize contain assist root cause analysis defect multiple vmware esxi version provide adequate technical detail internal external team substantiate finding drive issue resolution present engineering status update project relevant meeting need build rapport vendor team dell work coordination team achieve engineering objective assist dell team need resolve os issue essential requirement 02 year relevant handson exposure vmware esxi server vcenter server understand virtualization technology computer architecture background good exposure hardware biosfirmware layer good conceptual understanding os hypervisor storage networking subsystem education engineeringmaster graduate electronicscomputer science whatsapp cv +9i hr team
software engineer,write code per product requirement create new product create automate test contribute system testing follow agile mode development manage maintain highquality code cloud console provision report orchestrate security cloud work intensely team engineer work software grind aware current technology trend factor current design implementation fix bug quickly wherever require review code change developer part product source code demonstrate code complete finding creative way develop test automation work agile development report engineering manager 4 + year network cloud technology develop cloudbased solution networking domainappliance cloud orchestration include docker awsgcpm azure concept full stack developer well verse design different tier software product create backend software policy orchestration incorporate networking technology programming c++ python java webbase technologies familiarity web technology jee rest spring angular js demonstrable database concept algorithm design pattern excellent debugging troubleshoot analytical problem solve good knowledge computer networking protocol software security preferable continuous delivery environment use test drive development agile prior work software security product plus
devops engineer,company description cloudskope think leader intersection transformative technology business innovation since inception 2016 headquartered dallas provide endtoend digital transformation service produce undeniable value many world successful company love solve problem engineer idea create solution spot cloudskope culture ethos cloudskope believe individually excel collective healthy commonly describe family believe happy employee result happy customer live breathe embody belief everything addition unique experience technical expertise also bring together well bright mind team give freedom innovate cloudskope family genuinely care one another client community lot fun together shape experience collective team drive share passion make difference steadfast commitment integrity humility everything every member team bring unique perspective vision entrepreneurship approach thing help customer sometimes even competitor matter work customer always benefit somehow contribution project usually come many we work together description seek devop engineer permanentdirect hire opportunity bangalore india agile environment work sqa dev team design develop high performance solution critical application responsibility role follow design deploy maintain devop platform system infrastructure build deployment monitoring troubleshoot cloudnative infrastructure technology component use kubernete docker big datum technology work across development team encourage good practice continuous delivery configuration management identify miss tool automation develop implement optimize software build deployment pipeline development solution automation system provision deployment implement monitoring platform across infrastructure application network improve build kernel performance database storage optimization manage linux cluster container use tool ansible chef puppet troubleshoot resolve live production issue analyze log different source follow developer platform engineer team resolution perform software installation upgrade devops service platform associate systems industrystandard maintenance window direct involvement 247365 production environment qualification bachelors computer science telecommunication equivalent work three year handson devop engineering three year handson automationconfiguration management tool puppet salt chef ansible etc three year handson multiserver platform linux operating system three year handson container technology management platform kubernete docker elastic container service deliver missioncritical service saassaap paas functional knowledge require ability knowledge share work crossfunctionally agile environment ability translate standard software requirement redhat openshift kubernete handson development capability three year kotlin java jvm language additional information information keep confidential accord eeo guideline
full stack developer,immediate open senior full stack developer join team prefer senior full stack developer minimum 5 8 year prior preferably enterpriselevel web development great opportunity join dynamic team work enterprise level project high visibility dream anyone look career stable company responsibility manage multiple frontend backend project timely deadline communicate frequently client management detail progress development effort evaluate implement change tool module base need client skill proficiency frontend development javascript familiarity prevalent j library framework react nodejs bootstrap angular etc java framework mysql j2ee application server along proficiency j2ee element servlets ejb sb eb mdbs building use jsonbase restful apis plus knowledge virtual assistant application development google homeamazon echo plus previous aw technology plus develop dynamic datadriven site able handcode quality clean html compensation fulltime position solid potential career growth provide excellent 401k benefit full match medical dental vision benefit casual work environment much
javascript developer,role role target candidate 2 6 year frontendgui development web application javascriptjquery java developer would work product team design frontend layer application develop middle layer enable clientserver communication responsibility work product team design ui cloudbase product work clientside serverside programming incorporate functional specification integrate third party library design ui component grids drag drop dashboard graphs realtime chart report etc develop custom report interactive ui component base client expectation work backend team create appropriate datum exchange interface apis databaseanalytic server application server ideal expertise jquery javascript jsp mandatory expertise bootstrap css 3 html5 mandatory json rest api mandatory core java mandatory good experienceexposure spring mvc mssql chart librarie good cloud application preferably ms azure 2 6 year frontend development enterprise application offer competitive salary grow we nonhierarchical entrepreneurial exciting work environment focus deliverable hour work put expand functional knowledge across area supply chain expand build cloud base application global client want forward contactoptideskcom feature category developer
javascript developer,javascript developer kochi 3 + year javascript backend javascript development prefer work enterprise software developmentmaintenance write software documentation b testing support software c write automate test script plus adequate understand fundamental software development good communication english verbal write willingness learn new languagestechnologiesframework necessary person primarily responsible follow work delegate development work lead developer prepare design document consultation lead developer write automate test script day time manual monitoring production system write necessary script aid monitor call type fulltime javascript 3 year require
ios developer,description look hire talente ios developer design build maintain next generation io application primary focus develop highend io application late apple mobile device duty may include collaborate design team new application feature identify fix application bottleneck maintain core code update application publish app store ensure success io developer strong work knowledge io framework proficient swift able work part team ultimately outstanding ios developer able create functional attractive application perfectly meet need user responsibility design build mobile application apple ios platform design building mobile application apple ios platform ensure collaborate design team define app feature ensure quality performance application specification identify potential problem resolve application bottleneck fix application bug final release publishing application app store maintain code atomization application design implement application update qualification bachelors degree computer science software engineering prove app developer proficient objectivec swift cocoa touch extensive io framework core datum core animation knowledge integration backend service knowledge apple design principle application interface guideline proficient code versioning tool include mercurial git svn knowledge cocoa pod familiarity push notification apis cloud message continuous integration
javascript developer,hi urgent opening product base company sr javascript developerjavascript lead navi mumbai description bachelors degree computer science mathematic relate field 57 year development html5 javascript css3 23 year spa clientside framework angularjs emberjs 23 year serverside technology nodejs java c prove knowledge enterprise software concern security scalability transaction management concurrency familiarity design pattern like mvc mvvm required xml xslt plus work scrumbase methodology plus work sass build process management tool like grunt gulp highly motivated individual potential desire learn new technology take increase level responsibility within technology team ability work independently communicate effectively produce superior result within financial service industry desirable available f2f interview shortlist mention follow mandatory detail 1 total exp 2 relevant exp 3 current ctc 4 expect ctc 5 education graduation yr pass 6 dob 7 notice period 8 email i d alt email i d 9 contact alt contact number 10 current company 11 10 12 12 13 graduation warm regard usha moily thinkapps solutions pvt ltd ph + 001400 year
software engineer,want amazoncom place customer find discover buy anything online whatever customer tell we want find mean deliver create customercentric company universe company customer globe recognize value trust product service help amazoncom continue enable people discover new world create change meaningful lasting way look passionate experienced software developer lead team developer deliver high quality software solution support variety customer use case scalable handle amazon volume developer team need strong understanding computer fundamental practical building full stack large scale distribute system webbase application andor web servicesbase application especially massive scale also helpful basic qualification bachelor degree computer science relate field equivalent bachelor degree base 3 year work every 1 year education 2 + year professional software development computer science fundamental objectoriente design computer science fundamental datum structure computer science fundamental algorithm design problem solve complexity analysis proficiency least one modern programming language c c++ java perl prefer qualification build complex software system successfully deliver customer knowledge professional software engineering practice good practice full software development life cycle include code standard code review source control management build process testing operation ability take project scope requirement actual launch project communicate user technical team management collect requirement describe software product feature technical design
php developer,us group involve ecommerce since 2002 office uk india australia new zealand organically build strong portfolio online business host recognisable brand india office vadodara ahmedabad provide we suite function include web production marketing accounting support lot international company utilize manpower india do not see back office rather core team work alongside development manager within establish yet expand production function role involve maintenance back end system together cut edge front end web application whether new fusion project international partner apis make something work well plenty variety scope future growth well specialization potential currently deploy laravel vuejs across system also great opportunity somebody senior want get late technology truly passionate create solution code least 3 year within similar role work within ecommerce environment exposure payment gateway integration would beneficial strong knowledge php 7 object orient programming mysql andor mongodb soap restful apis ajax jquery proficient maintain class code librarie knowledge software design pattern mvc framework fluent db optimization technique laravel vuejs knowledge advantageous highly focused organise relentless methodical approach problem solve effective communicator form international exposure would advantageous excellent standard education intelligent strong work ethic amazing attitude benefit market lead pay rate ability work home office performance base incentive strong solid established company salary completely negotiable base upon ability international travel opportunity 6 monthly salary review 95 management promote within world class training provide service recognition award regular performance recognition award accommodation available require fantastic social event dynamic motivate international team input make difference wait do not surprise we become one popular employer within industry pay well invest people fun whilst recognise contribution proud become internationally award win employer want continue success lot people want opportunity showcase talent recognise consider move get touch team would happy help answer question ready simply email we copy late cv together expectation think ideal role type fulltime salary 30000000 50000000 per year
network administrator,database network lan wan printer patch management responsible instal configure software hardware network software antivirus installation configuration mail configuration mobile device capable diagnose troubleshoot resolve hardware software network system problem replace defective component necessary responsible maintain timely back important data management resource take care daily weekly monthly yearly backup server send backup report concern head daily basis good knowledge system security eg intrusion detection system datum backuprestore responsible ensure security access control backup firewall able diagnose resolve problem quickly good interaction staff member provide help desk support system relate issue network issue lan wi fi printer peripheral device issue internal user remote user responsible maintain detailed late inventory record asset management expect start date 2112020 type fulltime walkin pay 2000000 2500000 per month schedule morning shift system administration 3 year preferred work 3 year preferred total work 3 year preferred education bachelor prefer work remotely
django developer,would love hear significant opensource software development technology python django postgresql html5 js css3 jquery modern platform framework react prove ability lead team deliver software project significant take responsibility description lead collaborative dynamic planning process prioritise work do capacity capability team proactively manage dependency overcome obstacle manage risk ensure product build appropriate level quality stage alphabetaproduction expectation good understand serverside templating language strong understanding frontend technology javascript jquery html5 css3 understand fundamental design principle behind scalable application relational database knowledge like postgresql also knowledge cursor trigger would advantage basic knowledge aw need like ec2 s3 real time analytic etc familiarity eventdriven programming pythondjango work we mean work progressive environment lot learn work lead product service get work expert respective field result orient architecture refreshment drink morning evening require python django html5 js jquery css aws
machine learning,update december 10 2020 location maharashtra india organization financial service description role data scientist conceptualize build test deploy predictive machine learning model optimize business operation revenue cost digital lending datadriven business use datum drive automate decisionmake every point customer lifecycle every business process role datum scientist responsible create decision system convert data model direct impact topline bottom line profitability business addition know technological tool include programming language r python deep knowledge sophisticated statistical aiml technique role also call deep understanding lend digital customer business circumstance conceptualize data science solution real business challenge qualification degree minimum level 35 year report na
javascript developer,look great javascript developer proficient reactjs primary focus develop user interface component implement follow wellknown reactjs workflows flux redux ensure component overall application robust easy maintain coordinate rest team work different layer infrastructure therefore commitment collaborative problem solve sophisticated design quality product important responsibility develop new userfacing feature use reactjs build reusable component frontend librarie future use translate design wireframe highquality code optimize component maximum performance across vast array webcapable device browser strong proficiency javascript include dom manipulation javascript object model expertise babel webpack thorough understand reactjs core principle popular reactjs workflows flux redux familiarity new specification ecmascript datum structure librarie eg immutablejs knowledge isomorphicuniversal react must familiarity restful apis knowledge modern authorization mechanism json web token familiarity modern frontend build pipeline tool ability understand business requirement translate technical requirement knack benchmarke optimization familiarity code versioning tool git mercurial work sass cssnext less reactnative plus great debug optimize code profiling heap memory management skill use one decide factor select education btech mtech mca work home applicable lifetime total year 8 + important communication utmost importance proficient english deal client directly manage team least 20 + developer open work startup type fulltime salary 8000000 per month schedule day shift work 1 year preferred total work 1 year prefer javascript 1 year preferred education secondary10th pass preferred work remotely yes speak employer +91
php developer,look experienced php developer minimum 3 year must well verse various framework type fulltime salary 1041300 3968600 per month schedule day shift software development 3 year require education bachelor prefer licence core php prefer programming language need python prefer work remotely yes
full stack developer,thank interest become part team milestone general purpose fullstack net developer active contributor milestonecom digital scrum team utilize frontend backend implement new feature maintain exist code refactor exist code knowledge transfer also require cross training knowledge share development team member duty accountabilite maintain develop new feature milestonecom enhance customer integrate frontend backend aspect web application build reusable code refactor exist code library maintain code integrity organization provide clear consistent communication around solution size collaborate effectively scrum team provide accurate work estimate utilize scrum good practice work high priority sprint item could frontend backend development work participate codereview mentor developer troubleshoot production support issue understand workplace hazard take step proactively prevent report hazard injury workplace cooperate safety program initiative investigation demonstrate five core value integrity customer responsiveness innovation passionate contribution empowerment continuous improvement requirement essential knowledge skill ability require must able communicate effectively member organization inperson remotely ability understand communication need business relay information appropriate business andor technical resource clear effective write communication ability selfdirecte motivated must team orient open honest collaborative ability teach mentor other ability listen learn other effective analytical problemsolving skill write clean selfdocumente clear code ability test code code peer customer focus minimum education require bachelor degree computer science relevant field minimum three 3 year work business environment equivalent combination education relevant work 3 + year net mvc 3 + year write consume webservice proficient json xml 2 + year javascript frontend library like jquery 1 + year cs sas bootstrap 1 + year angular react similar framework prefer qualification familiarity scrum agile development enterprise cm platform plus special requirement require frequent availability communication nonstandard business hour communicate global team member must available extend varied work hour base business need work conditionsphysical demand perform duty employee regularly require majority work day sit make coordinated movement finger data entry keyboard ability lift 10 pound general office environment may require regular ground travel company facility must available long varied work hour time longdistance air travel need exceed 10 travel note nothing description restrict management right assign reassign duty responsibility time
wordpress developer,itool solution seek fulltime web developerdesigner ideal must least 2 year qualification bachelors degree 2 + year location surat basic good communication interpersonal ii 2 + year work wordpress iii cms like joomla shopify iv strong knowledge current web development language include html5 css3 phpmysql v familiarity web standard usability vi ability manage multiple project time vii flexibility eagerness identify learn use new change technology viii familiarity asp net javascriptvbscript web server configuration windows linux plus ix selfmotivate go get attitude responsibility design implement website initial concept site architecture user interface finish deliverable ii code implement wordpress site photoshop layout htmlcss custom theme function plugin iii design implement new feature enhancement content exist website iv create update reusable code library streamline wordpress development cycle v facilitate client wordpress training site documentation maintenance vi design interface graphic presentation mobiledelivere application
django developer,description part core team work agile environment responsible development saasbase web application minimum 3 + year python web frameworkpreferably django heshe work closely front end ux team develop highly efficient scalable cloudbased application python web framework design create restful apis familiarity integrate 3rd party api integration work least one payment gateway like stripe paypal ccavenue authorizenet etc understanding front end technology like javascript jquery bootstrap css3 html5 strong understand regular expression dataframe thread multiprocess architecture solid database use relational database like mysql postgressql familiarity report generation pdf csv excel microsoft word implementation security datum protection type fulltime
ios developer,code id190704 description 1 2 year io development native ios development hybrid app development phonegap ionic titanium advantage database knowledge must understand requirement gather client interaction good communication qualification computer information technology mca bca bsc computer science location margao goa
network administrator,summary description 1experience route switch firewall 2experience networking admin look immediate joiner location hyderabad telangana expect start date 1112020 type fulltime salary 12000000 50000000 per year work 3 year preferred total work 5 year preferred network administration 3 year preferred education bachelor prefer work remotely
javascript developer,skill set require strong proficiency javascript include dom manipulation javascript object model thorough understand reactjs core principle popular reactjs workflows flux redux familiarity new specification ecmascript datum structure librarie eg immutablejs knowledge isomorphic react plus familiarity restful apis understand pythondjango addon knowledge modern authorization mechanism json web token familiarity modern frontend build pipeline tool common frontend development tool babel webpack npm etc ability understand business requirement translate technical requirement knack benchmarke optimization familiarity code versione tool git familiarity azure education qualification bachelor degree csit field range 35 year
network administrator,work network security majorly firewall vpn etc position security engineer network security organisation orbit wwworbitindianet location okhla new delhi exp 56 year budget ctc 5 l 75 l qualification graduate description checkpoint firewall experiencer80 cisco next generation firewall configuration management ipsec site site vpn remoteaccess vpn ssl vpn network security firewall proxy policy intrusion detectionprevention dmz good ciscohp router switch lan wan able work independently team player pragmatic solution drive strong effective verbal write communication must able solve highly technical complex problem good understand cisco email security candidate must carry one niche security technologyproduct positive attitude proactive addressing issue problem solver analytical mind diagnostic kindly check suit u revert back ur cv ur detail like 1 ctc 2 expectation 3 notice period regard rajesh kumar aayam consultants new delhi 110017 cell rajeshaayamgmailcom
full stack developer,age learn lead education technology innovator base glendale california talented team 600 individualsfrom educator developer artist writer designer engineer producer product manager marketing expert creator awardwinne abcmousecom early learn academy curriculum experience 10 million child worldwide complete 3 billion learning activity date commit help every child learn education access initiative reach million child offering full abcmouse curriculum cost teacher community institution library head start program community centersinclude public housing authority afterschool program age learn bring learn life summary marketing team age learn seek full time inhouse senior full stack programmer person responsible assist self deployment process require solid background git work knowledge jenkins ci additionally person employ php nodejs light shell scripting html5 cs javascriptangularjs help u debug software problem assist build internal tool internal client tackle myriad challenge arise every day rapidly grow organization look challenge rewarding environment may responsibility debug serverside clientside issue assist self deployment qa production assist build new internal tool use content creation updatemaintain exist application desire skill 3 + year php 3 + year cs html5 javascriptajax work knowledge angularjs strong analyze information able quickly find creative solution difficult problem good attention detail rigorous selfteste code deliver high quality work ability thrive dynamic work environment productfirst approach building software ability communicate effectively work part team git knowledge mvc framework angular plus unix command plus integrate third party apis web service plus age learn doe sponsor workrelate visa position include limited h1b visa
database administrator,provide support operate system network information security storage system tape library define departmental requirement maintain monitor infrastructure environment deploy release new technology well define improvement increase system reliability performance lead enterprise base work initiative project support multiple system application medium high complexity act technical liaison operation team engineer architect participate short longterm planning effort stakeholder group develop costtime estimate document discussion agreement work project team understand business need integrate solution application platform outside framework coordinate development activity group develop scripted solution automation work engineer requirement provide recommendation improvement forecast utilization pattern identify modification upgrade recommend approve changesenhancement improve system availability reliability performance lead provide technical direction plan designing execution testing effort ensure test evaluate possible impact current infrastructure application track monitor improvement validate improvement result develop maintain metric around system institute process continuous improvement perform review periodically user vendor define ensure continuous monitoring procedure set accord standard procedure requirement create plan evolve system reduce cost improve system dynamic provide level 3 production support coordinate problem resolution among variety functional area provide subject matter expertise support diagnose resolve problem recommend implementation software hardware change rectify problem plan perform structural change necessary adhere security requirement lead design execution backup disaster recovery plan operate system database server lead implementation contingency plan monitor production output service ensure slas quality metric meet evaluate future technology make recommendation software hardware upgrade provide technical leadership coach mentor team member duty may assign qualification education andor bachelor degree relate field prefer five 5 year relevant information technology security network database management work require three 3 year administering server enterprise environment design configuring deploy server hardware require relevant certification may require five 5 year administer server enterprise environment least five 5 year design configuring deploy system require departmental preference tool technology like isim tim sun identity access management oracle wavese ensure longterm requirement system operation administration include overall information system plan organization ensure system server instal configure maintain correctly direct activity project team member appropriate operational support maintenance troubleshooting administration production system determine system enhancement tuning must integrate technology ldap active directory 3 + year work support logon registration identity system 5 + year web development technology like java 3 + year database like sql server oracle etc skill ability analytical thinking skill ability work independently within team environment write verbal communication skill interpersonal skill datum gather report skill ability flexible adapt easily change relate skill andor ability may require perform qualified applicant receive consideration employment without regard among ground race color religion sex national origin sexual orientation age gender identity protect veteran status status individual disability information technology primary location detroit organization production office7113 schedule fulltime
wordpress developer,look ui developer 1yr 4 yrs base mumbai possess follow excellent knowledge photoshop dreamweaver html5 css3 jquery bootstrap responsive website development website work different device type aware good practice make website good performance term speed bandwidth consumption understand limitation web mobile approachesidea flex boundary ability solve problem creatively effectively least one follow additional wordpress b joomla c shopify look forward participation thank website httpswwwitgurussoftwarecom location mumbai year 05 yrs 4 yrs annual ctc 120000 500000 bootstrap css3 html5 javascript jquery wordpress venue guru software 714715 prasad chambers tata rd 2 charni road east opera house girgaon mumbai 400004
full stack developer,description web developer provide think leadership help find new solution technology continue enhance spear web ideal enjoy write highquality php javascript code work fastpace agile work environment work multiple team take project concept completion agile sdlc methodology scrum work multiple team take project concept completion agile sdlc methodology scrum build new product also convert legacy product apidriven microservice run laravel vuejs keep eye application health leverage new relic well access error log extract useful information use improve exist performance well proactively identify issue may lead downtime optimize sql query performance undertake analysis user business requirement particular regard impact exist system environment produce appropriate business andor system design identify evaluate recommend key technology require support improve business process build continuous integration workflow code analysis automate unit testing integration test automate deployment
flutter developer,nablasol look software developer develop mobile application use flutter framework responsibility include development maintenance hybrid application work across io android web global client responsibility develop maintain hybrid mobile app use flutter optimize application maximum speed scalability analyze requirement propose solution solve problem ensure technical feasibility uiux design develop layout prototype ensure solution meet requirement write wellstructure testable code follow set guideline integrate multiple system different vendor seamless datum flow must proficient flutter dart familiarity rest apis state management nodejs php preferred knowledge angularjs reactjs plus excellent analytical problemsolving thoroughness attention detail ability work team individually manage workload ability learn new technology quickly awareness current issue affect industry technology education 25 year mobile application development prior handle large scale application prefer bachelor degree field
wordpress developer,title wordpress developer 13 year department web design eligibility graduate discipline summary currently seek fulltime wordpress developer join team webdura technologies infopark kochi duty would primarily consist develops custom often complex wordpressbase solution provide leadership findingdevelope new technology method advance company web offering aid developer system design implementation applicant expect provide example work available may ask complete code challenge professional strong knowledge wordpress woocommerce understand full behavior php mysql bootstrap jquery javascript css ajax knowledge frontend technology javascript html5 css3 jquery etc familiarity sqlnosql database declarative query language proficient understand code versioning tool svn git bitbucket strong skill linux nginx web deployment maintenance operation develop deploy ecommerce solution desire strong social medium api integration payment gateway api integration api development desire awscloud server environment desire good understanding architecture design wordpress base website expert create custom plugin musthave must dedication commitment towards work must possess good english communication must good team player polite communication especially communicate client onsite type fulltime schedule day shift wordpress 1 year prefer work 1 year preferred total work 1 year preferred education bachelor prefer
php developer,vap technology pvt ltd 9 year old itite company situate salt lake secv kolkata currently look dynamic energetic laravel developer codeigniter developer organisation call hr position laravel developer description good php include oop security refactoring design pattern strong knowledge laravel framework building factoriesfacadeslibrarie use abstract class interface etc good knowledge rdbms mysqlm sqlpostgresql database design query optimization technique html5 css3 jquery bootstrap framework hand restful api payment gateway integration use version control like git strong understanding late industry trend minimum 2 year education bachelor master degree science computer application technology position codeigniter developer description strong knowledge oop php lamp stack along mvc framework code igniter mysql javascript jquery ajax css html5 good knowledge rdbms mysqlm sqlpostgresql database design query optimization hand restful api payment gateway integration use version control like git strong understanding late industry trend minimum 3 4 year education bachelor master degree science computer application technology type fulltime laravel 2 year require codeigniter 3 year require education bachelors prefer location kolkata west bengal require require document address proof require aadhar card require work remotely temporarily due covid19
javascript developer,opportunity within pioneer institutional credit space excellent career development prospect learn extensively work alongside industry expert client fintech pioneer institutional credit space india bring together issuer lender create oneofakind online marketplace currently 120 + investor across multiple segment high volume credit deal closure one fastgrowe fintech firm country responsible involve full software lifecycle system design development frontend backend system write highquality code participate code review designingarchitecte system vary complexity scope identify library technology worth experiment build innovative solution scratch liaising architect engineer build solution mentor team member profile degree computer science relevant field least 2 year relevant handson software engineering software design development prove work backend web framework like ror preferable pythondjango nodejs good command least one javascript framework like reactjs vuejs angular excellent understand relational database structure knowledge unstructured database nosql add advantage expertise objectoriented design unit testing integration testing datum structure algorithm scalable apis etc require possess knowledge work cloud technology exposure aw service ec2 rds s3 etc agile development scrum methodology ability work fastpace environment make pragmatic engineering decision short amount time pay strong attention detail strong analytical ref 15990021 00800 year
network administrator,handle resolve administration network company location preventive maintenance hardware software troubleshooting machine printer copy machine phone mobiles epabx cctv video conferencing unit conference equipment lease line projector etc network server administration keep control discipline upload download datum server store data policy implementation datum security policy access right permanent temporary manage cyberroam security manage email server trouble shoot email account software update new softwaresoffice email solution define security policy implementation ensure proper disaster recovery system place retrieve customize report internet usage back policy definition implementation daily backup server weekly backup external drive storage original software license backup director residence information report ensure update asset inventory regular basis manage service providersinternet host web server must good knowledge create remote desktop virtual system desire qualification bachelor information technology mca degree mandatory essential 25 year handle computer hardware networking expect start date 10112020 type fulltime salary 2500000 3500000 per month supplemental pay performance bonus work 1 year preferred total work 1 year preferred education secondary10th pass preferred
